UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
RS;43;11502;4311502;Lavras do Sul;7458
MG;31;46503;3146503;Pains;7455
MG;31;62203;3162203;São João Batista do Glória;7455
MG;31;50604;3150604;Piracema;7451
GO;52;19738;5219738;Santo Antônio de Goiás;7448
PR;41;09500;4109500;Guaraqueçaba;7446
PI;22;02026;2202026;Buriti dos Montes;7440
ES;32;00359;3200359;Alto Rio Novo;7438
SP;35;18859;3518859;Guatapará;7435
MG;31;31109;3131109;Inimutaba;7434
MG;31;17876;3117876;Confins;7428
MA;21;09551;2109551;Ribamar Fiquene;7424
GO;52;04805;5204805;Campo Alegre de Goiás;7424
PI;22;02174;2202174;Campo Largo do Piauí;7422
SP;35;36604;3536604;Paulo de Faria;7416
RS;43;16501;4316501;Salvador do Sul;7411
MG;31;20870;3120870;Curral de Dentro;7406
PB;25;07408;2507408;Jericó;7396
RO;11;00296;1100296;Santa Luzia D'Oeste;7394
SE;28;05109;2805109;Pedrinhas;7393
RN;24;10900;2410900;Riachuelo;7389
MT;51;06265;5106265;Novo Mundo;7383
BA;29;18605;2918605;Jussiape;7381
MG;31;08107;3108107;Bonfim;7377
SP;35;33601;3533601;Nuporanga;7370
PI;22;03008;2203008;Cristalândia do Piauí;7369
SC;42;18251;4218251;Timbó Grande;7368
SC;42;10308;4210308;Major Vieira;7359
SC;42;18400;4218400;Treze de Maio;7354
RS;43;06056;4306056;Cristal;7352
MG;31;71030;3171030;Verdelândia;7348
SP;35;43253;3543253;Ribeirão Grande;7348
SE;28;06404;2806404;Santana do São Francisco;7347
RS;43;08805;4308805;General Câmara;7346
MG;31;66303;3166303;Sericita;7345
SC;42;03402;4203402;Campo Belo do Sul;7345
SP;35;17802;3517802;Guaraçaí;7344
GO;52;04003;5204003;Cabeceiras;7342
RN;24;06304;2406304;Lagoa de Pedras;7340
MG;31;05004;3105004;Baldim;7336
PR;41;00103;4100103;Abatiá;7321
MG;31;48756;3148756;Pedra Bonita;7320
SP;35;05401;3505401;Barra do Turvo;7318
SP;35;06409;3506409;Bilac;7310
CE;23;01505;2301505;Arneiroz;7304
MG;31;39706;3139706;Maravilhas;7300
RN;24;04853;2404853;Itajá;7298
MS;50;07554;5007554;Santa Rita do Pardo;7293
BA;29;00108;2900108;Abaíra;7290
TO;17;17909;1717909;Ponte Alta do Tocantins;7284
MG;31;30606;3130606;Inconfidentes;7274
TO;17;15754;1715754;Palmeirópolis;7262
CE;23;12809;2312809;Senador Sá;7262
SP;35;26605;3526605;Lavrinhas;7258
MT;51;01605;5101605;Barão de Melgaço;7247
MG;31;17836;3117836;Cônego Marinho;7246
GO;52;19407;5219407;Santa Rita do Araguaia;7239
MT;51;04906;5104906;Jangada;7237
PB;25;03555;2503555;Cacimbas;7225
PR;41;17008;4117008;Nova Fátima;7225
BA;29;31400;2931400;Teodoro Sampaio;7220
PR;41;15002;4115002;Marilena;7220
PB;25;10006;2510006;Nazarezinho;7218
RS;43;14001;4314001;Paraí;7205
AL;27;05408;2705408;Monteirópolis;7201
MA;21;06359;2106359;Marajá do Sena;7200
GO;52;15504;5215504;Ouvidor;7192
MG;31;69109;3169109;Toledo;7190
ES;32;00508;3200508;Apiacá;7178
BA;29;22201;2922201;Muniz Ferreira;7165
GO;52;12105;5212105;Joviânia;7164
MG;31;28808;3128808;Guidoval;7163
MA;21;00550;2100550;Amapá do Maranhão;7162
MA;21;06201;2106201;Luís Domingues;7159
SP;35;50506;3550506;São Pedro do Turvo;7155
MT;51;06281;5106281;Novo São Joaquim;7155
MG;31;61700;3161700;São Gonçalo do Abaeté;7152
RS;43;01701;4301701;Barão de Cotegipe;7150
RS;43;01503;4301503;Augusto Pestana;7146
PB;25;01203;2501203;Areial;7139
TO;17;17503;1717503;Pium;7132
PR;41;18857;4118857;Perobal;7132
PE;26;06705;2606705;Ibirajuba;7127
RS;43;11155;4311155;Jóia;7123
MG;31;64001;3164001;São Pedro dos Ferros;7122
RS;43;17004;4317004;Santana da Boa Vista;7120
PB;25;14206;2514206;São José da Lagoa Tapada;7119
SP;35;00550;3500550;Águas de Santa Bárbara;7118
SP;35;36109;3536109;Pardinho;7107
MG;31;37106;3137106;Lagamar;7106
MS;50;05251;5005251;Laguna Carapã;7090
MG;31;38104;3138104;Lassance;7089
MA;21;03125;2103125;Central do Maranhão;7086
MG;31;16704;3116704;Coimbra;7078
SP;35;00402;3500402;Águas da Prata;7075
SC;42;18608;4218608;Trombudo Central;7074
BA;29;33257;2933257;Vereda;7072
SP;35;48203;3548203;Santo Antônio do Pinhal;7071
RJ;33;05133;3305133;São José de Ubá;7070
TO;17;07108;1707108;Divinópolis do Tocantins;7065
SP;35;21606;3521606;Irapuru;7065
RS;43;00505;4300505;Alpestre;7065
RS;43;21956;4321956;Trindade do Sul;7065
SC;42;08005;4208005;Itá;7063
MA;21;04628;2104628;Governador Luiz Rocha;7061
PI;22;03354;2203354;Dirceu Arcoverde;7061
SP;35;53856;3553856;Taquarivaí;7057
CE;23;00804;2300804;Antonina do Norte;7054
GO;52;07535;5207535;Faina;7054
MA;21;05989;2105989;Lajeado Novo;7051
BA;29;15700;2915700;Itamari;7050
RN;24;03202;2403202;Doutor Severiano;7049
MG;31;62609;3162609;São João do Oriente;7049
SP;35;42008;3542008;Quintana;7043
MT;51;07354;5107354;São José do Xingu;7039
BA;29;15304;2915304;Itagimirim;7037
MG;31;15458;3115458;Catuji;7035
PE;26;10103;2610103;Palmeirina;7032
RS;43;02204;4302204;Boa Vista do Buricá;7030
GO;52;11305;5211305;Itarumã;7029
SC;42;11801;4211801;Ouro;7025
MG;31;70750;3170750;Varjão de Minas;7023
MG;31;58508;3158508;Santana de Pirapama;7014
MG;31;16506;3116506;Claro dos Poções;7011
MG;31;21803;3121803;Dionísio;7010
PR;41;21752;4121752;Reserva do Iguaçu;7009
PR;41;06456;4106456;Coronel Domingos Soares;7007
SP;35;11904;3511904;Clementina;7005
SP;35;11201;3511201;Catiguá;7004
SP;35;46900;3546900;Santa Lúcia;7004
MT;51;03452;5103452;Denise;7003
SP;35;52304;3552304;Sud Mennucci;6997
SP;35;27009;3527009;Lindóia;6994
MG;31;30556;3130556;Imbé de Minas;6992
PI;22;02778;2202778;Colônia do Piauí;6991
PI;22;01770;2201770;Boa Hora;6989
MS;50;05152;5005152;Juti;6988
RS;43;19158;4319158;São Miguel das Missões;6986
GO;52;02155;5202155;Araguapaz;6986
MA;21;11250;2111250;São José dos Basílios;6977
PB;25;04033;2504033;Capim;6976
PE;26;06309;2606309;Granito;6971
BA;29;19959;2919959;Maetinga;6968
SP;35;32306;3532306;Natividade da Serra;6963
MG;31;38674;3138674;Luisburgo;6961
AL;27;07909;2707909;Santa Luzia do Norte;6946
SC;42;10803;4210803;Meleiro;6940
MG;31;01631;3101631;Alfredo Vasconcelos;6938
SP;35;21507;3521507;Irapuã;6927
MG;31;50570;3150570;Pintópolis;6922
BA;29;04803;2904803;Caatiba;6915
TO;17;01309;1701309;Aragominas;6914
MG;31;43450;3143450;Montezuma;6901
BA;29;01957;2901957;Apuarema;6900
MG;31;64308;3164308;São Roque de Minas;6893
PB;25;04157;2504157;Casserengue;6889
PB;25;08505;2508505;Livramento;6881
CE;23;13708;2313708;Umari;6874
PA;15;05494;1505494;Palestina do Pará;6872
PB;25;11103;2511103;Pedra Lavrada;6859
PR;41;25753;4125753;São Pedro do Iguaçu;6854
GO;52;07253;5207253;Doverlândia;6853
PR;41;17271;4117271;Nova Tebas;6848
MG;31;66709;3166709;Serra dos Aimorés;6847
RS;43;18606;4318606;São José do Ouro;6847
RS;43;16758;4316758;Santa Clara do Sul;6845
MS;50;06408;5006408;Pedro Gomes;6842
SE;28;03708;2803708;Macambira;6839
PR;41;21604;4121604;Renascença;6839
SP;35;54953;3554953;Tuiuti;6831
PB;25;15807;2515807;Serra Redonda;6829
PI;22;00608;2200608;Angical do Piauí;6827
PA;15;06401;1506401;Santa Cruz do Arari;6820
PI;22;00251;2200251;Alagoinha do Piauí;6819
PB;25;11608;2511608;Pilões;6818
SC;42;01901;4201901;Aurora;6810
PR;41;17453;4117453;Ouro Verde do Oeste;6808
SP;35;54904;3554904;Três Fronteiras;6802
PB;25;07804;2507804;Junco do Seridó;6792
PA;15;01758;1501758;Brejo Grande do Araguaia;6791
CE;23;00606;2300606;Altaneira;6782
MG;31;65206;3165206;São Tomé das Letras;6782
PR;41;16802;4116802;Nova Cantu;6781
TO;17;10508;1710508;Itacajá;6780
SP;35;47908;3547908;Santo Antônio da Alegria;6775
PA;15;05551;1505551;Pau D'Arco;6772
MG;31;07505;3107505;Bom Jardim de Minas;6771
PR;41;11555;4111555;Ivaté;6771
RJ;33;02304;3302304;Laje do Muriaé;6767
SC;42;00606;4200606;Águas Mornas;6765
RS;43;09902;4309902;Ibiraiaras;6764
MG;31;30309;3130309;Iguatama;6749
RS;43;07302;4307302;Erval Seco;6748
MG;31;65107;3165107;São Tomás de Aquino;6745
MG;31;13602;3113602;Careaçu;6739
TO;17;07207;1707207;Dois Irmãos do Tocantins;6735
CE;23;04608;2304608;General Sampaio;6734
PR;41;11100;4111100;Itambé;6734
RS;43;11759;4311759;Manoel Viana;6732
PB;25;05204;2505204;Cuitegi;6730
MT;51;04542;5104542;Itanhangá;6723
SC;42;12700;4212700;Petrolândia;6718
MG;31;24807;3124807;Estrela do Sul;6717
SP;35;32801;3532801;Nova Aliança;6712
PB;25;09156;2509156;Marizópolis;6711
PR;41;13734;4113734;Luiziana;6711
RS;43;00208;4300208;Ajuricaba;6707
MA;21;09759;2109759;Santa Filomena do Maranhão;6698
AP;16;00238;1600238;Ferreira Gomes;6689
RS;43;08003;4308003;Faxinal do Soturno;6686
BA;29;03102;2903102;Barra do Rocha;6682
MG;31;17009;3117009;Comercinho;6681
RN;24;06205;2406205;Lagoa d'Anta;6680
MG;31;18205;3118205;Conquista;6679
MG;31;65305;3165305;São Vicente de Minas;6669
ES;32;02009;3202009;Dores do Rio Preto;6669
PI;22;06704;2206704;Nazaré do Piauí;6660
MG;31;45059;3145059;Nova Porteirinha;6660
AL;27;01357;2701357;Campestre;6656
SP;35;03109;3503109;Arandu;6654
PE;26;15102;2615102;Terezinha;6646
RS;43;15909;4315909;Rodeio Bonito;6644
GO;52;13509;5213509;Monte Alegre de Goiás;6643
MG;31;34301;3134301;Itumirim;6642
SP;35;12100;3512100;Colômbia;6642
PI;22;01408;2201408;Barro Duro;6641
PR;41;15358;4115358;Maripá;6639
MG;31;60454;3160454;Santo Antônio do Retiro;6621
PB;25;03605;2503605;Caiçara;6615
PI;22;10201;2210201;São José do Piauí;6600
PI;22;01945;2201945;Boqueirão do Piauí;6594
PR;41;24608;4124608;São Carlos do Ivaí;6588
PR;41;03206;4103206;Bom Sucesso;6583
PR;41;08908;4108908;Guairaçá;6582
RS;43;16303;4316303;Roque Gonzales;6579
RN;24;00901;2400901;Antônio Martins;6577
PB;25;13604;2513604;Santana dos Garrotes;6577
RN;24;05108;2405108;Jandaíra;6570
AL;27;06604;2706604;Paulo Jacinto;6570
PR;41;08650;4108650;Goioxim;6570
PR;41;07801;4107801;Floraí;6569
MG;31;52600;3152600;Pouso Alto;6567
MG;31;49952;3149952;Periquito;6566
PR;41;19202;4119202;Pinhalão;6564
MG;31;58300;3158300;Santana da Vargem;6561
SP;35;36802;3536802;Pedra Bela;6558
RS;43;10439;4310439;Ipê;6554
SP;35;21150;3521150;Ipiguá;6551
MT;51;00359;5100359;Alto Boa Vista;6551
SP;35;53203;3553203;Taiúva;6549
PI;22;06357;2206357;Milton Brandão;6543
RS;43;16956;4316956;Santa Maria do Herval;6541
MG;31;28600;3128600;Guarda-Mor;6539
SP;35;53906;3553906;Tarabai;6535
PR;41;01309;4101309;Antônio Olinto;6520
PR;41;25357;4125357;São Jorge do Patrocínio;6520
RS;43;10405;4310405;Independência;6519
RS;43;20503;4320503;Sertão;6512
PE;26;11533;2611533;Quixaba;6508
RS;43;00901;4300901;Aratiba;6495
RO;11;01807;1101807;Vale do Paraíso;6487
ES;32;04252;3204252;Ponto Belo;6486
MG;31;09451;3109451;Cabeceira Grande;6485
AL;27;07800;2707800;Roteiro;6482
RS;43;01651;4301651;Barão;6476
MG;31;12406;3112406;Capetinga;6473
RS;43;14027;4314027;Paraíso do Sul;6472
SP;35;44806;3544806;Sales;6468
CE;23;04277;2304277;Ereré;6466
AL;27;08204;2708204;São Brás;6463
PR;41;18709;4118709;Paulo Frontin;6460
MG;31;22207;3122207;Divinolândia de Minas;6457
MA;21;00402;2100402;Altamira do Maranhão;6451
PB;25;04504;2504504;Condado;6449
MG;31;35605;3135605;Jequitaí;6449
SC;42;14508;4214508;Rio do Campo;6447
RN;24;13508;2413508;Serrinha;6444
PR;41;26207;4126207;Sapopema;6444
RO;11;01203;1101203;Ministro Andreazza;6440
MG;31;38906;3138906;Machacalis;6440
SP;35;42701;3542701;Restinga;6440
RS;43;08409;4308409;Formigueiro;6439
RS;43;05439;4305439;Chuí;6438
MT;51;06182;5106182;Nova Lacerda;6432
PB;25;09396;2509396;Maturéia;6431
MG;31;61205;3161205;São Francisco de Paula;6429
SP;35;18107;3518107;Guarantã;6427
MG;31;25606;3125606;Felisburgo;6424
PI;22;00053;2200053;Acauã;6422
PI;22;06670;2206670;Morro do Chapéu do Piauí;6422
SP;35;24907;3524907;Jambeiro;6421
RS;43;05702;4305702;Condor;6406
MG;31;01805;3101805;Alpercata;6403
MG;31;64407;3164407;São Sebastião da Bela Vista;6390
SP;35;45704;3545704;Santa Albertina;6388
RS;43;07104;4307104;Herval;6380
PI;22;07207;2207207;Padre Marcos;6379
GO;52;19902;5219902;São Francisco de Goiás;6379
SP;35;10153;3510153;Canitar;6369
PI;22;02729;2202729;Cocal dos Alves;6362
TO;17;06506;1706506;Darcinópolis;6357
PB;25;02151;2502151;Boa Vista;6356
PR;41;15309;4115309;Mariópolis;6356
PR;41;03040;4103040;Boa Ventura de São Roque;6347
MG;31;30655;3130655;Indaiabira;6346
MG;31;35407;3135407;Jeceaba;6344
TO;17;06100;1706100;Cristalândia;6331
MG;31;44359;3144359;Naque;6331
MT;51;03106;5103106;Cocalinho;6331
PI;22;05573;2205573;Lagoa de São Francisco;6329
MG;31;29202;3129202;Heliodora;6325
MT;51;06802;5106802;Porto dos Gaúchos;6325
MG;31;22355;3122355;Divisa Alegre;6321
SP;35;19501;3519501;Ibirarema;6321
MG;31;23809;3123809;Engenheiro Navarro;6318
PI;22;03404;2203404;Dom Expedito Lopes;6315
MG;31;29608;3129608;Ibiaí;6314
RN;24;13003;2413003;São Vicente;6311
MG;31;46750;3146750;Palmópolis;6307
PB;25;05600;2505600;Diamante;6291
RS;43;04309;4304309;Cândido Godói;6291
PR;41;07306;4107306;Doutor Camargo;6290
MG;31;65404;3165404;Sapucaí-Mirim;6288
PR;41;07736;4107736;Fernandes Pinheiro;6288
SC;42;16255;4216255;São João do Oeste;6287
SC;42;00408;4200408;Água Doce;6286
RN;24;01859;2401859;Caiçara do Norte;6282
GO;52;11701;5211701;Jandaia;6273
GO;52;14051;5214051;Mundo Novo;6273
PB;25;02003;2502003;Belém do Brejo do Cruz;6268
MS;50;08404;5008404;Vicentina;6264
SE;28;04706;2804706;Nossa Senhora de Lourdes;6263
MG;31;30408;3130408;Ijaci;6263
RS;43;03608;4303608;Cambará do Sul;6263
PB;25;05238;2505238;Cuité de Mamanguape;6261
SP;35;52908;3552908;Taciba;6243
RN;24;09704;2409704;Pedro Avelino;6241
MG;31;00104;3100104;Abadia dos Dourados;6235
RS;43;02451;4302451;Boqueirão do Leão;6231
BA;29;24108;2924108;Pedrão;6229
MG;31;01201;3101201;Aiuruoca;6225
SP;35;24204;3524204;Jaborandi;6223
PI;22;01739;2201739;Betânia do Piauí;6222
PI;22;10938;2210938;Sussuapara;6221
SC;42;14409;4214409;Rio das Antas;6221
MG;31;63805;3163805;São Miguel do Anta;6219
PR;41;09757;4109757;Ibema;6218
PR;41;28633;4128633;Doutor Ulysses;6216
MG;31;59357;3159357;Santa Rita de Minas;6214
MG;31;31000;3131000;Inhaúma;6213
MG;31;65578;3165578;Senador Amaral;6208
SC;42;03105;4203105;Caibi;6199
PR;41;19004;4119004;Pérola d'Oeste;6197
MG;31;64472;3164472;São Sebastião do Anta;6195
MG;31;70578;3170578;Vargem Alegre;6195
RO;11;01435;1101435;Nova União;6194
RR;14;00605;1400605;São Luiz;6192
BA;29;13309;2913309;Ichu;6192
PR;41;24509;4124509;Santo Inácio;6184
GO;52;19100;5219100;Santa Bárbara de Goiás;6182
SP;35;29500;3529500;Mendonça;6170
SP;35;52007;3552007;Silveiras;6169
RS;43;00307;4300307;Alecrim;6169
MG;31;27305;3127305;Galiléia;6168
PI;22;08908;2208908;Ribeiro Gonçalves;6164
SC;42;19200;4219200;Vidal Ramos;6160
MG;31;38682;3138682;Luislândia;6158
PI;22;02752;2202752;Colônia do Gurguéia;6157
SP;35;14700;3514700;Echaporã;6157
RS;43;11627;4311627;Lindolfo Collor;6156
RS;43;22541;4322541;Vale Real;6152
MG;31;15706;3115706;Central de Minas;6149
SC;42;06108;4206108;Grão-Pará;6149
MA;21;00105;2100105;Afonso Cunha;6144
SP;35;19204;3519204;Iacri;6144
PR;41;26272;4126272;Saudade do Iguaçu;6137
CE;23;09904;2309904;Pacujá;6136
RS;43;12476;4312476;Morro Reuter;6124
SP;35;46504;3546504;Santa Ernestina;6123
MG;31;22900;3122900;Dona Euzébia;6122
PA;15;00131;1500131;Abel Figueiredo;6119
PI;22;09906;2209906;São João da Serra;6118
PA;15;06906;1506906;Santarém Novo;6116
SP;35;48104;3548104;Santo Antônio do Jardim;6114
MG;31;19955;3119955;Córrego Fundo;6105
MG;31;30705;3130705;Indianópolis;6104
BA;29;14208;2914208;Irajuba;6100
SP;35;35705;3535705;Paraíso;6099
MG;31;63508;3163508;São José do Jacuri;6098
SC;42;16057;4216057;São Cristóvão do Sul;6092
SP;35;00758;3500758;Alambari;6086
PI;22;09203;2209203;Santa Filomena;6084
RS;43;05900;4305900;Coronel Bicaco;6082
PI;22;06902;2206902;Novo Oriente do Piauí;6081
MG;31;16001;3116001;Chalé;6079
SP;35;34104;3534104;Oriente;6073
RS;43;20552;4320552;Sertão Santana;6062
PB;25;10402;2510402;Olho d'Água;6061
MG;31;67400;3167400;Silvianópolis;6061
GO;52;00555;5200555;Alto Horizonte;6061
SC;42;00309;4200309;Agronômica;6055
SP;35;16606;3516606;Gália;6054
RS;43;20263;4320263;Segredo;6046
PB;25;08802;2508802;Malta;6045
BA;29;15403;2915403;Itaju do Colônia;6033
PB;25;03902;2503902;Camalaú;6031
MS;50;03108;5003108;Corguinho;6025
SP;35;34203;3534203;Orindiúva;6022
RN;24;03301;2403301;Encanto;6017
MG;31;57104;3157104;Salto da Divisa;6015
MA;21;04701;2104701;Graça Aranha;6012
PI;22;02133;2202133;Campo Grande do Piauí;6011
GO;52;03807;5203807;Britânia;6008
RS;43;14076;4314076;Passo do Sobrado;6006
MG;31;35456;3135456;Jenipapo de Minas;6000
PI;22;10300;2210300;São Julião;5998
PR;41;07405;4107405;Enéas Marques;5995
MG;31;39250;3139250;Mamonas;5993
SP;35;09452;3509452;Campina do Monte Alegre;5992
SC;42;09151;4209151;José Boiteux;5991
SC;42;07403;4207403;Imbuia;5988
SE;28;02205;2802205;Feira Nova;5978
CE;23;11231;2311231;Potiretama;5977
PB;25;02904;2502904;Brejo dos Santos;5977
PR;41;18451;4118451;Pato Bragado;5976
RN;24;03707;2403707;Felipe Guerra;5970
MG;31;05301;3105301;Bandeira do Sul;5968
PR;41;25407;4125407;São José da Boa Vista;5968
RN;24;13102;2413102;Senador Elói de Souza;5964
RS;43;00703;4300703;Anta Gorda;5962
MA;21;09056;2109056;Porto Rico do Maranhão;5961
GO;52;09937;5209937;Inaciolândia;5958
RN;24;12104;2412104;São João do Sabugi;5956
PB;25;13208;2513208;Santa Cruz;5947
PR;41;15853;4115853;Mercedes;5945
SC;42;00804;4200804;Anchieta;5942
AL;27;00904;2700904;Belo Monte;5935
BA;29;10909;2910909;Firmino Alves;5925
SP;35;15608;3515608;Fernando Prestes;5925
PR;41;11001;4111001;Itambaracá;5920
PI;22;01929;2201929;Bonfim do Piauí;5918
MG;31;47956;3147956;Patis;5917
PR;41;07546;4107546;Espigão Alto do Iguaçu;5915
TO;17;01903;1701903;Araguacema;5913
AL;27;01902;2701902;Chã Preta;5908
BA;29;18555;2918555;Jussari;5902
MG;31;35704;3135704;Jequitibá;5900
MG;31;57658;3157658;Santa Helena de Minas;5897
RS;43;02659;4302659;Brochier;5895
PB;25;01708;2501708;Barra de São Miguel;5893
RS;43;01750;4301750;Barão do Triunfo;5893
RN;24;14159;2414159;Tenente Laurentino Cruz;5892
RS;43;02501;4302501;Bossoroca;5886
RS;43;03707;4303707;Campina das Missões;5882
PB;25;14453;2514453;São José dos Ramos;5880
TO;17;13601;1713601;Monte do Carmo;5874
PR;41;14708;4114708;Maria Helena;5872
SC;42;00507;4200507;Águas de Chapecó;5872
GO;52;07600;5207600;Fazenda Nova;5871
PB;25;13307;2513307;Santa Helena;5869
SC;42;02131;4202131;Bela Vista do Toldo;5863
PR;41;12207;4112207;Janiópolis;5862
MT;51;05234;5105234;Lambari D'Oeste;5860
CE;23;12502;2312502;São João do Jaguaribe;5855
RS;43;09654;4309654;Hulha Negra;5851
MG;31;50901;3150901;Piranguçu;5848
RS;43;05124;4305124;Cerrito;5847
MA;21;01939;2101939;Bernardo do Mearim;5842
PI;22;09401;2209401;Santo Antônio de Lisboa;5842
RS;43;19307;4319307;São Paulo das Missões;5837
SE;28;02601;2802601;Gracho Cardoso;5835
PI;22;09104;2209104;Santa Cruz do Piauí;5834
PR;41;17206;4117206;Nova Olímpia;5834
MG;31;24401;3124401;Espírito Santo do Dourado;5832
MG;31;59506;3159506;Santa Rita do Itueto;5831
BA;29;03300;2903300;Barro Preto;5820
PB;25;09503;2509503;Montadas;5818
MT;51;06000;5106000;Nortelândia;5817
BA;29;15908;2915908;Itanagra;5814
MT;51;08907;5108907;Nova Maringá;5810
MG;31;38005;3138005;Laranjal;5806
MG;31;34103;3134103;Itueta;5804
MS;50;03504;5003504;Douradina;5800
RN;24;06007;2406007;José da Penha;5799
MG;31;02050;3102050;Alto Caparaó;5796
MG;31;36959;3136959;Juvenília;5793
SP;35;23701;3523701;Itirapuã;5793
MG;31;22405;3122405;Divisa Nova;5791
SP;35;01806;3501806;Américo de Campos;5790
PI;22;09005;2209005;Rio Grande do Piauí;5789
PB;25;10204;2510204;Nova Olinda;5787
RN;24;12708;2412708;São Pedro;5786
MG;31;20607;3120607;Crucilândia;5779
PR;41;28807;4128807;Xambrê;5769
MA;21;11573;2111573;São Pedro dos Crentes;5764
PR;41;26405;4126405;Sertaneja;5761
MG;31;08503;3108503;Botumirim;5760
SC;42;10035;4210035;Luzerna;5760
PB;25;03803;2503803;Caldas Brandão;5755
MG;31;59001;3159001;Santana do Riacho;5754
SP;35;47007;3547007;Santa Maria da Serra;5753
RS;43;10538;4310538;Itaara;5747
AL;27;09004;2709004;Tanque d'Arca;5746
SC;42;13104;4213104;Piratuba;5746
PR;41;26900;4126900;Tapira;5743
PE;26;12109;2612109;Salgadinho;5733
RS;43;14423;4314423;Picada Café;5732
MG;31;08206;3108206;Bonfinópolis de Minas;5729
MG;31;36603;3136603;Nova União;5729
RS;43;11700;4311700;Machadinho;5729
PB;25;12721;2512721;Pedro Régis;5719
GO;52;20686;5220686;Simolândia;5715
RN;24;13300;2413300;Serra de São Bento;5706
PR;41;20358;4120358;Pranchita;5705
SP;35;32207;3532207;Narandiba;5703
CE;23;01802;2301802;Baixio;5697
PR;41;22651;4122651;Rosário do Ivaí;5697
MG;31;56502;3156502;Rubelita;5695
SC;42;17253;4217253;São Pedro de Alcântara;5693
MG;31;46701;3146701;Palma;5692
MG;31;05707;3105707;Barra Longa;5678
SP;35;53104;3553104;Taiaçu;5677
CE;23;05100;2305100;Guaramiranga;5676
RS;43;08706;4308706;Gaurama;5676
SE;28;05208;2805208;Pinhão;5674
RS;43;09555;4309555;Harmonia;5660
